Company Name,Job Title,Role,Salaries Reported,Location,Salary
SupplyCopia,Data Analyst,Specialist,3,New Delhi,"₹2,75,453/yr"
Blue Sky Analytics,Data Scientist,Manager,1,New Delhi,"₹13,03,229/yr"
LendingKart,Data Engineer,Specialist,2,Bangalore,"₹9,73,293/yr"
Optum,Data Analyst,Specialist,17,New Delhi,"₹9,60,000/yr"
CAMP Systems,Data Analyst,Manager,2,Hyderabad,"₹9,58,062/yr"
IFS India Mercantile,Data Scientist,Specialist,1,Pune,"₹6,10,000/yr"
Deutsche Bank,Data Scientist,Manager,1,Bangalore,"₹45,49,032/yr"
54y4,Machine Learning Engineer,Specialist,1,Hyderabad,"₹12,00,000/yr"
Competent Software,Data Analyst,Specialist,6,New Delhi,"₹1,85,388/yr"
akash jha,Data Engineer,Specialist,1,Pune,"₹10,03,672/yr"
Cerulean Information Technology,Data Scientist,Specialist,1,Bangalore,"₹10,27,486/yr"
DivIHN Integration,Data Engineer,Manager,1,Pune,"₹21,21,673/yr"
J.P. Morgan,Data Engineer,Specialist,1,New Delhi,"₹12,21,714/yr"
Freelancer,Data Analyst,Specialist,2,Hyderabad,"₹2,86,452/yr"
Tata Consultancy Services (North America),Data Scientist,Specialist,3,New Delhi,"₹7,12,666/yr"
Google,Data Engineer,Specialist,2,Bangalore,"₹10,44,365/yr"
Wall & Associates,Data Engineer,Manager,1,Hyderabad,"₹23,51,525/yr"
Rapido,Data Analyst,Specialist,8,Bangalore,"₹7,91,011/yr"
iOPEX Technologies,Data Scientist,Specialist,1,Bangalore,"₹7,50,000/yr"
Clover Infotech,Data Scientist,Specialist,1,Mumbai,"₹6,55,953/yr"
Prescience,Data Scientist,Specialist,2,Bangalore,"₹14,37,318/yr"
NTT DATA,Data Engineer,Specialist,1,Hyderabad,"₹1,23,455/yr"
diwo,Data Scientist,Specialist,2,Hyderabad,"₹7,92,506/yr"
DONE by NONE,Data Scientist,Specialist,1,Mumbai,"₹12,74,508/yr"
Amazon,Data Analyst,Specialist,4,Pune,"₹3,45,526/yr"
iQuanti,Machine Learning Engineer,Specialist,1,Bangalore,"₹4,83,516/yr"
Real Time Signals,Data Scientist,Specialist,1,Bangalore,"₹3,44,648/yr"
Infosys,Data Analyst,Specialist,14,Hyderabad,"₹4,95,265/yr"
MindBowser Info Solutions,Data Scientist,Specialist,2,Pune,"₹2,83,914/yr"
Apple,Data Scientist,Specialist,2,Bangalore,"₹8,57,370/yr"
Fractal Senior,Data Engineer,Manager,1,Mumbai,"₹63,82,207/yr"
Bharat Heavy Electricals,Data Scientist,Specialist,1,New Delhi,"₹17,04,749/yr"
Emcure Pharmaceuticals,Data Analyst,Specialist,2,Pune,"₹4,51,392/yr"
udaan.com,Data Analyst,Manager,2,Bangalore,"₹13,69,341/yr"
Intelegencia,Data Engineer,Specialist,3,New Delhi,"₹8,70,393/yr"
Zomato,Data Engineer,Manager,1,New Delhi,"₹1,10,74,616/yr"
BlackRock,Data Analyst,Specialist,4,New Delhi,"₹6,90,924/yr"
MIT World Peace University,Data Scientist,Specialist,1,Pune,"₹1,20,000/yr"
Yukthi Datasoft,Data Analyst,Specialist,2,Bangalore,"₹2,14,548/yr"
Innoviti,Data Scientist,Specialist,1,Bangalore,"₹2,69,940/yr"
HiLabs (MD),Data Scientist,Specialist,2,Pune,"₹19,54,650/yr"
CGI Digital,Data Engineer,Specialist,1,Bangalore,"₹6,55,834/yr"
First Student,Data Scientist,Manager,1,Hyderabad,"₹21,15,239/yr"
PeopleStrong Technologies,Machine Learning Engineer,Manager,1,New Delhi,"₹39,29,025/yr"
Sravathi Advance Process Technologies,Data Scientist,Specialist,1,Bangalore,"₹3,65,016/yr"
Meals on Wheels America,Data Scientist,Specialist,1,Pune,"₹2,46,600/yr"
CoRover,Data Scientist,Specialist,1,Bangalore,"₹1,33,704/yr"
Amdocs,Data Engineer,Specialist,3,Pune,"₹5,00,000/yr"
AgEye Technologies,Data Scientist,Manager,1,Bangalore,"₹16,46,595/yr"
Srijan Technologies,Data Scientist,Specialist,1,Bangalore,"₹10,29,200/yr"
upGrad,Data Scientist,Specialist,3,Bangalore,"₹12,84,643/yr"
Hewlett-Packard,Data Scientist,Specialist,1,Bangalore,"₹22,04,142/yr"
Diverse Lynx,Data Analyst,Specialist,1,Pune,"₹10,74,883/yr"
Sourav Besra,Data Scientist,Specialist,1,Bangalore,"₹1,20,000/yr"
Tata Consultancy Services,Data Engineer,Specialist,1,Hyderabad,"₹3,53,144/yr"
Philips,Data Scientist,Specialist,9,Bangalore,"₹15,41,572/yr"
UnitedHealth Group,Data Scientist,Specialist,1,Bangalore,"₹3,25,080/yr"
KoiReader Technologies,Machine Learning Engineer,Specialist,1,Bangalore,"₹5,03,156/yr"
iSchoolConnect,Machine Learning Engineer,Specialist,1,Mumbai,"₹11,36,717/yr"
Utopus Insights,Data Scientist,Specialist,2,Bangalore,"₹11,63,045/yr"
Baker Hughes,Data Scientist,Specialist,4,Bangalore,"₹16,12,744/yr"
ExxonMobil,Data Analyst,Specialist,6,Bangalore,"₹10,92,609/yr"
Mintifi,Data Analyst,Specialist,2,Mumbai,"₹2,03,280/yr"
Wipro,Data Engineer,Specialist,3,Pune,"₹4,71,463/yr"
PwC,Data Analyst,Specialist,2,New Delhi,"₹7,01,723/yr"
HCL Technologies,Data Analyst,Manager,1,Hyderabad,"₹8,12,009/yr"
CapFront Technologies,Data Analyst,Manager,1,Bangalore,"₹9,16,093/yr"
Locus,Data Scientist,Specialist,2,Bangalore,"₹24,72,920/yr"
Darshan Soft-Tech,Data Scientist,Specialist,1,Bangalore,"₹3,06,968/yr"
VIT Infotech,Data Scientist,Manager,1,Bangalore,"₹24,65,115/yr"
STUDY Monitor Tech,Data Analyst,Specialist,1,Hyderabad,"₹2,32,105/yr"
AppZen,Data Analyst,Specialist,2,Pune,"₹2,92,968/yr"
Netcore Solutions,Data Engineer,Manager,1,Mumbai,"₹50,33,051/yr"
Atlassian,Data Scientist,Specialist,1,Bangalore,"₹22,00,000/yr"
Microsoft,Machine Learning Engineer,Specialist,1,Bangalore,"₹6,21,588/yr"
IBM,Data Analyst,Specialist,2,Mumbai,"₹9,98,289/yr"
Empower Retirement,Data Analyst,Specialist,3,Bangalore,"₹11,08,264/yr"
Cognizant,Data Scientist,Specialist,1,Bangalore,"₹3,25,584/yr"
Axtria,Data Analyst,Specialist,20,New Delhi,"₹6,70,089/yr"
Techolution,Associate Machine Learning Engineer,Specialist,3,Hyderabad,"₹4,64,372/yr"
Virtusa,Data Scientist,Manager,1,Hyderabad,"₹9,09,078/yr"
DBS Bank,Data Analyst,Manager,1,Hyderabad,"₹37,56,588/yr"
3K Technologies,Data Scientist,Specialist,2,Bangalore,"₹7,98,116/yr"
SelfEmployed.com,Data Scientist,Manager,1,Bangalore,"₹18,15,869/yr"
Comviva,Data Scientist,Specialist,3,Bangalore,"₹9,00,000/yr"
Cummins,Data Analyst,Specialist,1,Pune,"₹7,82,484/yr"
FDS,Data Engineer,Specialist,1,New Delhi,"₹12,00,000/yr"
Jocata,Machine Learning Engineer,Specialist,1,Hyderabad,"₹7,02,908/yr"
DataKare Solutions,Data Engineer,Specialist,1,Hyderabad,"₹3,91,540/yr"
Schlumberger,Data Engineer,Specialist,6,Pune,"₹6,72,465/yr"
Tata Consultancy Services,Junior Data Scientist,Specialist,1,Pune,"₹6,72,000/yr"
PayU,Data Scientist,Specialist,2,Bangalore,"₹20,18,938/yr"
First Student,Data Scientist,Specialist,1,Bangalore,"₹6,75,288/yr"
Jio,Data Scientist,Specialist,10,Mumbai,"₹10,37,441/yr"
Dell Technologies,Data Analyst,Specialist,14,Bangalore,"₹6,01,924/yr"
Enquero,Data Scientist,Specialist,1,Bangalore,"₹14,80,908/yr"
Wells Fargo,Data Engineer,Specialist,1,Hyderabad,"₹9,29,931/yr"
Datamatics Global Services,Data Analyst,Specialist,2,Bangalore,"₹14,72,465/yr"
FlyNava Technologies,Data Scientist,Specialist,6,Bangalore,"₹5,99,136/yr"
Accentue,Data Scientist,Specialist,2,Bangalore,"₹13,19,401/yr"
Ultramatics,Data Scientist,Specialist,1,Bangalore,"₹2,14,107/yr"
XYZ,Data Engineer,Specialist,1,Pune,"₹6,00,000/yr"
CloudPrisma,Data Engineer,Specialist,1,New Delhi,"₹3,61,764/yr"
Hexaware Technologies,Data Engineer,Specialist,1,New Delhi,"₹7,35,792/yr"
WhiteHat Jr,Machine Learning Engineer,Specialist,1,Mumbai,"₹13,53,553/yr"
Directi,Data Scientist,Specialist,1,Mumbai,"₹15,53,957/yr"
Infosys,Data Scientist,Specialist,3,New Delhi,"₹8,25,326/yr"
PolicyBazaar,Data Analyst,Specialist,4,New Delhi,"₹5,51,047/yr"
R.S. Agarwal & Associates,Data Scientist,Specialist,1,Bangalore,"₹6,74,844/yr"
Josh Technology Group,Data Engineer,Specialist,1,New Delhi,"₹7,22,161/yr"
Directi,Data Scientist,Manager,1,Mumbai,"₹44,94,841/yr"
Couture AI,Data Scientist,Specialist,1,Bangalore,"₹21,00,000/yr"
Annalect,Data Analyst,Specialist,2,New Delhi,"₹5,63,136/yr"
Fynd,Machine Learning Engineer,Specialist,2,Mumbai,"₹10,12,128/yr"
Rubixe,Data Scientist,Specialist,1,Bangalore,"₹3,71,436/yr"
Synechron,Data Engineer,Specialist,1,Pune,"₹21,75,981/yr"
Texas Instruments,Data Scientist,Specialist,1,Bangalore,"₹11,76,880/yr"
Westinghouse Rail Systems,Machine Learning Engineer,Specialist,1,Mumbai,"₹10,57,575/yr"
Autodesk,Data Scientist,Specialist,1,Bangalore,"₹18,68,000/yr"
Muoro,Data Engineer,Specialist,1,Mumbai,"₹9,64,692/yr"
EMPLOYERS,Data Scientist,Specialist,1,Bangalore,"₹12,38,138/yr"
Raja Software Labs,Data Scientist,Manager,1,Bangalore,"₹16,57,679/yr"
Fresher,Machine Learning Engineer,Specialist,1,New Delhi,"₹2,17,056/yr"
Steinn Labs,Machine Learning Engineer,Specialist,1,Pune,"₹8,86,873/yr"
Pucho,Machine Learning Engineer,Specialist,1,Bangalore,"₹14,22,701/yr"
Google,Data Analyst,Specialist,6,Bangalore,"₹9,17,436/yr"
Ascent Health & Wellness Solutions,Data Engineer,Specialist,1,Mumbai,"₹3,22,465/yr"
LatentView Analytics,Data Analyst,Specialist,1,Mumbai,"₹8,76,909/yr"
IQVIA,Data Scientist,Specialist,3,Bangalore,"₹8,99,123/yr"
Eedge.ai,Machine Learning Engineer,Specialist,1,New Delhi,"₹60,288/yr"
Goo-Goo Express Wash,Data Scientist,Specialist,1,Bangalore,"₹3,37,422/yr"
Sabre,Data Scientist,Specialist,1,Bangalore,"₹25,81,613/yr"
Ong & Shan,Data Scientist,Specialist,2,Bangalore,"₹3,87,412/yr"
91springboard,Machine Learning Engineer,Specialist,1,New Delhi,"₹7,50,000/yr"
Ascentia.ai Solutions,Machine Learning Engineer,Manager,1,Hyderabad,"₹8,00,446/yr"
DONE by NONE,Machine Learning Engineer,Specialist,1,Hyderabad,"₹4,58,143/yr"
Lymbyc,Machine Learning Engineer,Specialist,1,Bangalore,"₹21,49,765/yr"
Zealeers Technologies,Data Scientist,Specialist,1,Bangalore,"₹9,63,482/yr"
Altius Equipments,Machine Learning Engineer,Manager,1,Hyderabad,"₹9,87,989/yr"
Intangles,Machine Learning Engineer,Specialist,1,Pune,"₹62,892/yr"
Law In Order,Data Analyst,Specialist,1,Hyderabad,"₹4,83,697/yr"
Anheuser-Busch InBev,Data Analyst,Specialist,4,Bangalore,"₹15,06,361/yr"
GetupForChange Services,Data Scientist,Manager,1,Bangalore,"₹15,81,631/yr"
Sciffer Analytics,Machine Learning Engineer,Specialist,1,Pune,"₹96,000/yr"
Cartesian Consulting,Data Analyst,Specialist,10,Mumbai,"₹5,30,781/yr"
Rajeev Kaul CPA PC,Data Engineer,Specialist,1,Pune,"₹5,37,441/yr"
Qualcomm,Data Scientist,Specialist,1,Bangalore,"₹15,41,568/yr"
Kubric,Data Scientist,Manager,1,Bangalore,"₹52,86,411/yr"
Lumiq (India),Data Engineer,Specialist,2,Mumbai,"₹7,95,858/yr"
Mechademy Engineering Solutions,Machine Learning Engineer,Specialist,1,Mumbai,"₹7,49,457/yr"
SymphonyAI,Data Scientist,Specialist,2,Bangalore,"₹20,40,797/yr"
TCS,Data Scientist,Manager,1,Bangalore,"₹1,11,10,922/yr"
Fractal,Data Analyst,Specialist,5,Bangalore,"₹5,37,441/yr"
Interactions,Machine Learning Engineer,Manager,1,Bangalore,"₹92,97,256/yr"
Willis Towers Watson,Data Analyst,Specialist,2,New Delhi,"₹5,98,284/yr"
Hashworks,Data Engineer,Specialist,1,Bangalore,"₹4,55,844/yr"
Software Data (India),Data Engineer,Specialist,1,New Delhi,"₹5,09,047/yr"
FOKAL,Data Scientist,Specialist,2,Bangalore,"₹10,85,362/yr"
Sparks,Data Analyst,Specialist,1,Mumbai,"₹1,49,184/yr"
Fresher,Data Engineer,Manager,1,Mumbai,"₹8,85,964/yr"
ITC Infotech,Data Engineer,Specialist,3,Bangalore,"₹11,30,119/yr"
SAP,Data Engineer,Specialist,2,Bangalore,"₹17,64,290/yr"
AXA XL,Data Analyst,Specialist,8,New Delhi,"₹7,31,213/yr"
Neustar,Data Engineer,Specialist,5,Bangalore,"₹9,62,755/yr"
Harish Hathiwala,Data Analyst,Specialist,1,Hyderabad,"₹3,67,898/yr"
Dun & Bradstreet,Data Scientist,Specialist,2,Bangalore,"₹1,82,028/yr"
YES,Data Analyst,Specialist,2,Hyderabad,"₹2,09,952/yr"
LTI,Data Analyst,Specialist,3,Mumbai,"₹3,69,531/yr"
EasyRewardz,Data Analyst,Specialist,5,New Delhi,"₹4,84,238/yr"
Vidooly Media Tech,Data Scientist,Specialist,6,New Delhi,"₹4,20,384/yr"
Dataflix,Data Engineer,Specialist,1,Hyderabad,"₹3,61,758/yr"
Amdocs,Data Scientist,Specialist,3,Pune,"₹7,18,534/yr"
Fidelity Investments,Data Scientist,Specialist,9,Bangalore,"₹21,43,501/yr"
STMicroelectronics,Data Engineer,Specialist,1,New Delhi,"₹3,74,830/yr"
Cogoport,Data Engineer,Manager,1,Mumbai,"₹48,01,404/yr"
First Student,Machine Learning Engineer,Manager,1,Hyderabad,"₹69,33,937/yr"
Astegic,Data Analyst,Specialist,1,Hyderabad,"₹11,34,824/yr"
Fresher,Data Analyst,Specialist,6,New Delhi,"₹3,02,400/yr"
GreenPoint Global,Data Analyst,Specialist,2,Mumbai,"₹1,85,388/yr"
GrayMatter Software Services,Data Scientist,Manager,1,Bangalore,"₹21,32,122/yr"
Blackhawk Network,Data Scientist,Specialist,1,Bangalore,"₹16,00,000/yr"
Infosys,Data Analyst,Specialist,28,Pune,"₹5,38,184/yr"
Simple Intelligence,Machine Learning Engineer,Specialist,1,Bangalore,"₹12,08,796/yr"
Helpshift,Data Scientist,Specialist,1,Pune,"₹8,17,056/yr"
Robert Bosch Engineering and Business Solutions,Machine Learning Engineer,Specialist,1,Bangalore,"₹8,58,429/yr"
Snowflake,Data Engineer,Specialist,1,Pune,"₹3,60,000/yr"
HSBC,Data Analyst,Manager,3,Bangalore,"₹23,57,498/yr"
Tvarit,Machine Learning Engineer,Manager,1,Mumbai,"₹13,04,370/yr"
Beam Suntory,Data Engineer,Specialist,1,New Delhi,"₹14,78,425/yr"
20K Group,Machine Learning Engineer,Specialist,1,Bangalore,"₹21,628/yr"
Customer Centria,Data Scientist,Specialist,1,Bangalore,"₹4,44,272/yr"
VotaryTech,Data Analyst,Specialist,1,Hyderabad,"₹2,37,117/yr"
Happiest Minds Technologies,Data Engineer,Specialist,2,Bangalore,"₹12,76,978/yr"
ANZ Bank,Data Scientist,Specialist,4,Bangalore,"₹15,12,297/yr"
Unilever,Data Analyst,Manager,1,Bangalore,"₹25,32,607/yr"
Rajat Basak,Data Scientist,Specialist,1,Bangalore,"₹5,01,630/yr"
Menukuri chakradhar reddy,Data Analyst,Specialist,1,Hyderabad,"₹3,81,856/yr"
Unisys,Data Scientist,Specialist,2,Bangalore,"₹11,04,704/yr"
Forec Software Solutions,Data Scientist,Manager,1,Bangalore,"₹16,75,083/yr"
Wipro Technologies,Machine Learning Engineer,Manager,1,Pune,"₹73,18,396/yr"
Tata Health,Data Scientist,Specialist,1,Bangalore,"₹11,24,740/yr"
Fiserv,Data Analyst,Specialist,6,New Delhi,"₹13,24,095/yr"
Capgemini,Data Analyst,Specialist,9,Hyderabad,"₹3,77,686/yr"
Robert Bosch India,Machine Learning Engineer,Specialist,1,Bangalore,"₹9,09,200/yr"
IBM,Data Engineer,Specialist,1,Hyderabad,"₹1,20,000/yr"
TransUnion,Data Engineer,Specialist,1,Pune,"₹16,11,735/yr"
Analytics India Magazine,Data Scientist,Specialist,1,Bangalore,"₹16,05,804/yr"
Raju Tech,Data Scientist,Specialist,1,Bangalore,"₹6,00,000/yr"
IBM,Data Analyst,Specialist,1,Pune,"₹10,07,334/yr"
Diageo,Data Scientist,Specialist,1,Bangalore,"₹16,59,175/yr"
Payzello,Machine Learning Engineer,Specialist,1,Hyderabad,"₹3,00,516/yr"
Netcore Solutions,Data Engineer,Specialist,1,Mumbai,"₹16,12,324/yr"
Amazon,Machine Learning Data Associate II,Specialist,1,New Delhi,"₹3,29,439/yr"
Nexus Software System Junior,Machine Learning Engineer,Specialist,1,Pune,"₹4,50,000/yr"
Synechron,Data Scientist,Specialist,1,Mumbai,"₹24,00,000/yr"
Mindtree,Data Engineer,Specialist,13,Bangalore,"₹4,52,198/yr"
BitLogic Software,Data Scientist,Specialist,1,Bangalore,"₹4,00,000/yr"
Amity University,Data Scientist,Specialist,2,New Delhi,"₹10,59,305/yr"
Optum Global Solutions,Data Scientist,Specialist,2,Hyderabad,"₹7,78,902/yr"
Evolent Health,Data Analyst,Specialist,4,Pune,"₹10,05,277/yr"
Sciffer Analytics,Data Science,Specialist,1,Pune,"₹64,236/yr"
Vodafone Idea,Data Scientist,Specialist,1,New Delhi,"₹5,37,441/yr"
Savit Interactive,Data Engineer,Specialist,1,Bangalore,"₹25,58,957/yr"
AI Touch,Data Engineer,Specialist,1,New Delhi,"₹1,81,620/yr"
Smith & Nephew,Data Engineer,Specialist,1,Pune,"₹22,66,502/yr"
Accentue,Data Analyst,Specialist,4,Bangalore,"₹7,63,696/yr"
BNY Mellon,Data Science,Specialist,1,Pune,"₹7,36,728/yr"
HSB Group,Data Engineer,Specialist,1,Hyderabad,"₹5,15,829/yr"
McKinsey Knowledge Center,Data Engineer,Specialist,1,New Delhi,"₹16,65,911/yr"
Avian Acquisition,Data Scientist,Specialist,1,Bangalore,"₹13,91,697/yr"
Zeta Global,Data Analyst,Specialist,5,Hyderabad,"₹3,82,351/yr"
Continual Engine,Machine Learning Engineer,Specialist,1,Bangalore,"₹10,18,095/yr"
Chatous,Data Analyst,Specialist,4,New Delhi,"₹3,32,712/yr"
Yes Marketing,Data Scientist,Specialist,1,Mumbai,"₹3,72,948/yr"
Deloitte,Data Engineer,Specialist,3,Hyderabad,"₹6,99,220/yr"
AXA,Data Scientist,Specialist,1,Bangalore,"₹12,18,576/yr"
Tata Consultancy Services,Data Scientist,Specialist,66,Bangalore,"₹8,36,874/yr"
Atos-Syntel,Data Analyst,Specialist,2,Pune,"₹2,49,456/yr"
Rplus Analytics,Data Scientist,Specialist,1,Bangalore,"₹38,08,049/yr"
Pyxtech,Data Engineer,Manager,1,Pune,"₹19,26,006/yr"
Tardid,Machine Learning Engineer,Specialist,2,Bangalore,"₹5,62,282/yr"
Dell Technologies,Data Scientist,Manager,1,Bangalore,"₹62,71,192/yr"
TCS Education,Data Engineer,Specialist,1,Pune,"₹3,12,840/yr"
MSCI,Data Scientist,Specialist,1,Mumbai,"₹6,09,826/yr"
Hetero,Data Analyst,Specialist,1,Hyderabad,"₹2,45,265/yr"
Shell,Data Analyst,Specialist,8,Bangalore,"₹10,48,552/yr"
Nitish Verma,Data Scientist,Manager,1,Pune,"₹37,41,672/yr"
Tata Consultancy Services,Data Scientist,Specialist,18,Mumbai,"₹5,66,756/yr"
NEC Software Solutions UK,Data Analyst,Specialist,1,Mumbai,"₹17,19,812/yr"
eSense Learning Pvt,Data Analyst,Specialist,2,Mumbai,"₹4,30,649/yr"
Tata Consultancy Services,Data Scientist,Manager,7,Pune,"₹23,74,623/yr"
Elasto Tech Industries,Data Scientist,Specialist,1,Bangalore,"₹8,83,159/yr"
Abbott,Data Scientist,Specialist,1,Bangalore,"₹11,24,740/yr"
Powerweave,Machine Learning Engineer,Specialist,1,Mumbai,"₹6,88,345/yr"
Accenture,Data Analyst,Specialist,23,Mumbai,"₹4,46,076/yr"
HDFC Standard Life Insurance,Data Scientist,Specialist,4,Bangalore,"₹11,77,531/yr"
Unemployed Professors,Data Scientist,Specialist,1,Bangalore,"₹12,38,138/yr"
Wizely,Data Engineer,Specialist,1,Bangalore,"₹6,55,834/yr"
First Student,Data Scientist,Specialist,9,Bangalore,"₹4,95,252/yr"
ZS Associates,Data Science Manager,Specialist,2,Pune,"₹46,19,021/yr"
OLX Group,Data Scientist,Specialist,2,New Delhi,"₹15,68,839/yr"
Cartesian Consulting,Data Scientist,Specialist,2,Bangalore,"₹9,54,426/yr"
Barclays,Data Scientist,Specialist,1,New Delhi,"₹20,14,668/yr"
Accenture,Data Analyst,Specialist,62,Bangalore,"₹6,08,077/yr"
RS Software,Data Scientist,Specialist,1,Bangalore,"₹6,21,103/yr"
NIKE,Data Engineer,Specialist,2,Bangalore,"₹19,67,502/yr"
Decimal Point Analytics,Data Analyst,Specialist,4,Mumbai,"₹1,98,444/yr"
BizReach,Machine Learning Engineer,Specialist,1,Hyderabad,"₹10,98,034/yr"
Sankhyana Consultancy Services,Data Analyst,Specialist,3,Bangalore,"₹3,60,000/yr"
Ivanti,Data Scientist,Specialist,1,Bangalore,"₹12,84,643/yr"
IHS Markit,Data Scientist,Specialist,2,New Delhi,"₹10,22,383/yr"
iKen Solutions,Data Analyst,Specialist,2,Mumbai,"₹10,61,000/yr"
Yash Technologies,Data Scientist,Manager,1,Pune,"₹64,68,197/yr"
JarvisSoft Technology,Data Scientist,Specialist,1,Pune,"₹5,06,133/yr"
RAACOM Infosystems,Data Engineer,Specialist,1,Hyderabad,"₹5,64,654/yr"
Nielsen,Data Analyst,Specialist,2,Mumbai,"₹6,09,381/yr"
Aptus Data Labs,Data Analyst,Specialist,8,Bangalore,"₹5,19,599/yr"
Yodlee,Data Analyst,Specialist,4,Bangalore,"₹7,83,436/yr"
OYO,Data Scientist,Specialist,2,New Delhi,"₹6,75,384/yr"
ROHIT KUMAR MODI,Data Scientist,Manager,1,Pune,"₹12,33,022/yr"
Mantra Labs,Machine Learning Engineer,Specialist,1,Bangalore,"₹10,31,658/yr"
Nielsen,Data Scientist,Specialist,9,Bangalore,"₹7,27,111/yr"
Tech9,Data Scientist,Specialist,2,Pune,"₹16,87,208/yr"
advids.co,Data Scientist,Specialist,1,Pune,"₹9,65,940/yr"
CitiusTech,Data Scientist,Specialist,4,Mumbai,"₹2,94,111/yr"
Tech Mahindra,Data Engineer,Specialist,2,Hyderabad,"₹11,15,124/yr"
SwitchOn,Data Scientist,Specialist,3,Bangalore,"₹6,69,785/yr"
John Deere,Data Scientist,Manager,1,Pune,"₹43,74,082/yr"
3i Infotech,Data Scientist,Manager,1,Hyderabad,"₹22,50,670/yr"
Great Learning,Data Scientist,Specialist,7,Bangalore,"₹9,00,000/yr"
Dailyhunt,Machine Learning Engineer,Specialist,1,Bangalore,"₹8,00,000/yr"
Bitwise,Data Engineer,Specialist,3,Pune,"₹4,90,577/yr"
Artigiani Technologies,Data Scientist,Manager,1,Bangalore,"₹18,10,726/yr"
DONE by NONE,Data Scientist,Specialist,1,Hyderabad,"₹5,20,597/yr"
Robert Bosch India,Data Scientist,Specialist,1,Mumbai,"₹2,16,000/yr"
Tata Consultancy Services,Machine Learning Engineer,Specialist,7,Pune,"₹4,40,139/yr"
Tokopedia,Data Engineer,Specialist,2,New Delhi,"₹13,64,409/yr"
XYZ Innovations,Machine Learning Engineer,Specialist,1,Hyderabad,"₹10,49,129/yr"
nference,Data Engineer,Specialist,2,Bangalore,"₹8,90,822/yr"
HSBC,Data Analyst,Specialist,1,Hyderabad,"₹14,68,099/yr"
Kyndryl,Data Scientist,Specialist,1,Bangalore,"₹9,00,000/yr"
Mahindra,Data Scientist,Specialist,3,Mumbai,"₹10,22,850/yr"
Hackdev Technology,Machine Learning Engineer,Manager,1,New Delhi,"₹2,94,194/yr"
LUMIQ,Data Engineer,Specialist,1,New Delhi,"₹3,22,465/yr"
EagleView,Data Scientist,Specialist,1,Bangalore,"₹4,51,008/yr"
Senquire Analytics,Data Scientist,Specialist,1,Pune,"₹6,00,000/yr"
ABSAS Solutions,Data Scientist,Specialist,2,New Delhi,"₹2,67,396/yr"
Fanatics,Data Engineer,Specialist,3,Hyderabad,"₹19,17,053/yr"
Visteon,Data Scientist,Manager,1,Pune,"₹66,47,045/yr"
Schneider Electric,Data Scientist,Specialist,1,Bangalore,"₹4,33,716/yr"
General Mills,Data Scientist,Specialist,2,Mumbai,"₹17,34,062/yr"
Horizon Electric,Data Analyst,Specialist,1,Pune,"₹1,07,064/yr"
Realshoppee Retail,Data Analyst,Specialist,2,Hyderabad,"₹5,03,064/yr"
Meru Mobility Tech,Data Scientist,Manager,1,Mumbai,"₹23,31,795/yr"
Sonasoft,Data Scientist,Manager,1,Bangalore,"₹31,16,427/yr"
Dell Technologies,Data Engineer,Manager,1,Hyderabad,"₹27,67,973/yr"
72 Dragons,Data Analyst,Specialist,2,Mumbai,"₹2,76,516/yr"
WebDirekt,Data Analyst,Specialist,1,Pune,"₹2,41,760/yr"
Saurav pandey,Data Engineer,Specialist,1,New Delhi,"₹8,00,000/yr"
Danske IT and Support Services,Data Engineer,Specialist,3,Bangalore,"₹4,71,709/yr"
Course5 Intelligence,Data Analyst,Specialist,4,Bangalore,"₹3,61,038/yr"
Capgemini Engineering,Data Scientist,Specialist,1,New Delhi,"₹12,10,770/yr"
Coditas,Data Analyst,Specialist,1,Pune,"₹4,54,039/yr"
Honeywell,Machine Learning Engineer,Specialist,1,Pune,"₹10,30,116/yr"
Snapdeal,Data Analyst,Specialist,9,New Delhi,"₹10,19,603/yr"
1mg,Data Scientist,Specialist,2,New Delhi,"₹9,91,426/yr"
AlmaBetter,Data Scientist,Specialist,2,Bangalore,"₹7,29,193/yr"
Citi,Data Analyst,Specialist,4,New Delhi,"₹6,00,558/yr"
Xceedance,Data Engineer,Specialist,1,New Delhi,"₹15,06,828/yr"
We Are Novella,Data Scientist,Specialist,1,Pune,"₹6,71,220/yr"
Warpspd,Machine Learning Engineer,Specialist,1,New Delhi,"₹4,02,934/yr"
Tata Consultancy Services,Machine Learning Engineer,Specialist,2,New Delhi,"₹3,96,478/yr"
Brane Enterprises (nslhub),Data Scientist,Specialist,3,Hyderabad,"₹16,65,911/yr"
o9 Solutions,Data Scientist,Specialist,1,Bangalore,"₹10,70,536/yr"
Multibrands International,Data Analyst,Specialist,2,Pune,"₹6,07,908/yr"
Dun & Bradstreet,Data Engineer,Manager,1,Hyderabad,"₹34,72,369/yr"
HighRadius,Data Scientist,Specialist,5,Hyderabad,"₹8,61,434/yr"
ZettaMine Labs,Data Analyst,Specialist,1,Hyderabad,"₹3,38,792/yr"
Exalca Technologies,Data Scientist,Specialist,1,Bangalore,"₹3,53,277/yr"
GrayMatter Software Services,Data Scientist,Specialist,1,Bangalore,"₹6,22,191/yr"
GetupForChange Services,Machine Learning Engineer,Manager,1,Bangalore,"₹24,44,508/yr"
Tribes.AI,Data Scientist,Specialist,1,Pune,"₹4,20,000/yr"
